
[564, 95, 44, 29, 23, 20, 17, 14, 13, 11]
[74, 35, 22, 16, 13, 10, 9, 8, 7, 6]
[118, 47, 28, 20, 16, 13, 12, 10, 9, 8]
[176, 57, 32, 23, 18, 15, 13, 11, 10, 9]
[259, 84, 47, 31, 23, 18, 15, 12, 11, 10]
[150, 59, 33, 22, 17, 13, 11, 9, 8, 7]
[166, 62, 35, 23, 18, 14, 12, 10, 9, 8]
[172, 65, 36, 24, 18, 15, 12, 10, 9, 9]
[472, 94, 43, 29, 24, 18, 17, 14, 12, 13]
[73, 34, 20, 15, 13, 10, 9, 7, 7, 6]
[114, 45, 27, 20, 16, 13, 11, 10, 9, 8]
[165, 56, 31, 22, 18, 15, 13, 11, 10, 9]
